zip,Zipcode name,City,State,County Name
98127,"SEATTLE, WA",SEATTLE,WA,KING
98129,"SEATTLE, WA",SEATTLE,WA,KING
98132,"SEATTLE, WA",SEATTLE,WA,KING
98133,"SEATTLE, WA",SEATTLE,WA,KING
98134,"SEATTLE, WA",SEATTLE,WA,KING
98136,"SEATTLE, WA",SEATTLE,WA,KING
98138,"SEATTLE, WA",SEATTLE,WA,KING
98139,"SEATTLE, WA",SEATTLE,WA,KING
98144,"SEATTLE, WA",SEATTLE,WA,KING
98145,"SEATTLE, WA",SEATTLE,WA,KING
98146,"SEATTLE, WA",SEATTLE,WA,KING
98148,"SEATTLE, WA",SEATTLE,WA,KING
98154,"SEATTLE, WA",SEATTLE,WA,KING
98155,"SEATTLE, WA",SEATTLE,WA,KING
98158,"SEATTLE, WA",SEATTLE,WA,KING
98160,"SEATTLE, WA",SEATTLE,WA,KING
98161,"SEATTLE, WA",SEATTLE,WA,KING
98164,"SEATTLE, WA",SEATTLE,WA,KING
98165,"SEATTLE, WA",SEATTLE,WA,KING
98166,"SEATTLE, WA",SEATTLE,WA,KING
98168,"SEATTLE, WA",SEATTLE,WA,KING
98174,"SEATTLE, WA",SEATTLE,WA,KING
98175,"SEATTLE, WA",SEATTLE,WA,KING
98177,"SEATTLE, WA",SEATTLE,WA,KING
98178,"SEATTLE, WA",SEATTLE,WA,KING
98181,"SEATTLE, WA",SEATTLE,WA,KING
98188,"SEATTLE, WA",SEATTLE,WA,KING
98191,"SEATTLE, WA",SEATTLE,WA,KING
98194,"SEATTLE, WA",SEATTLE,WA,KING
98195,"SEATTLE, WA",SEATTLE,WA,KING
98198,"SEATTLE, WA",SEATTLE,WA,KING
98199,"SEATTLE, WA",SEATTLE,WA,KING
98644,"SEAVIEW, WA",SEAVIEW,WA,PACIFIC
98284,"SEDRO WOOLLEY, WA",SEDRO WOOLLEY,WA,SKAGIT
98381,"SEKIU, WA",SEKIU,WA,CLALLAM
98942,"SELAH, WA",SELAH,WA,YAKIMA
98382,"SEQUIM, WA",SEQUIM,WA,CLALLAM
98286,"SHAW ISLAND, WA",SHAW ISLAND,WA,SAN JUAN
98584,"SHELTON, WA",SHELTON,WA,MASON
98287,"SILVANA, WA",SILVANA,WA,SNOHOMISH
98585,"SILVER CREEK, WA",SILVER CREEK,WA,LEWIS
98315,"SILVERDALE, WA",SILVERDALE,WA,KITSAP
98383,"SILVERDALE, WA",SILVERDALE,WA,KITSAP
98645,"SILVERLAKE, WA",SILVERLAKE,WA,COWLITZ
98647,"SKAMOKAWA, WA",SKAMOKAWA,WA,WAHKIAKUM
98288,"SKYKOMISH, WA",SKYKOMISH,WA,KING
98290,"SNOHOMISH, WA",SNOHOMISH,WA,SNOHOMISH
98291,"SNOHOMISH, WA",SNOHOMISH,WA,SNOHOMISH
98296,"SNOHOMISH, WA",SNOHOMISH,WA,SNOHOMISH
98065,"SNOQUALMIE, WA",SNOQUALMIE,WA,KING
98068,"SNOQUALMIE PASS, WA",SNOQUALMIE PASS,WA,KITTITAS
98851,"SOAP LAKE, WA",SOAP LAKE,WA,GRANT
98586,"SOUTH BEND, WA",SOUTH BEND,WA,PACIFIC
98943,"SOUTH CLE ELUM, WA",SOUTH CLE ELUM,WA,KITTITAS
98384,"SOUTH COLBY, WA",SOUTH COLBY,WA,KITSAP
98385,"SOUTH PRAIRIE, WA",SOUTH PRAIRIE,WA,PIERCE
98386,"SOUTHWORTH, WA",SOUTHWORTH,WA,KITSAP
98387,"SPANAWAY, WA",SPANAWAY,WA,PIERCE
99031,"SPANGLE, WA",SPANGLE,WA,SPOKANE
99201,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99202,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99203,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99204,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99205,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99206,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99207,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99208,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99209,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99210,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99211,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99212,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99213,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99214,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99216,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99217,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99218,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99219,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99220,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99223,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99224,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99228,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99251,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99252,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99258,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99260,"SPOKANE, WA",SPOKANE,WA,SPOKANE
99032,"SPRAGUE, WA",SPRAGUE,WA,LINCOLN
99173,"SPRINGDALE, WA",SPRINGDALE,WA,STEVENS
98292,"STANWOOD, WA",STANWOOD,WA,SNOHOMISH
99359,"STARBUCK, WA",STARBUCK,WA,COLUMBIA
98293,"STARTUP, WA",STARTUP,WA,SNOHOMISH
98852,"STEHEKIN, WA",STEHEKIN,WA,CHELAN
98388,"STEILACOOM, WA",STEILACOOM,WA,PIERCE
99174,"STEPTOE, WA",STEPTOE,WA,WHITMAN
98648,"STEVENSON, WA",STEVENSON,WA,SKAMANIA
98853,"STRATFORD, WA",STRATFORD,WA,GRANT
98294,"SULTAN, WA",SULTAN,WA,SNOHOMISH
98295,"SUMAS, WA",SUMAS,WA,WHATCOM
98352,"SUMNER, WA",SUMNER,WA,PIERCE
98390,"SUMNER, WA",SUMNER,WA,PIERCE
98944,"SUNNYSIDE, WA",SUNNYSIDE,WA,YAKIMA
98392,"SUQUAMISH, WA",SUQUAMISH,WA,KITSAP
98401,"TACOMA, WA",TACOMA,WA,PIERCE
98402,"TACOMA, WA",TACOMA,WA,PIERCE
98403,"TACOMA, WA",TACOMA,WA,PIERCE
98404,"TACOMA, WA",TACOMA,WA,PIERCE
98405,"TACOMA, WA",TACOMA,WA,PIERCE
98406,"TACOMA, WA",TACOMA,WA,PIERCE
98407,"TACOMA, WA",TACOMA,WA,PIERCE
98408,"TACOMA, WA",TACOMA,WA,PIERCE
98409,"TACOMA, WA",TACOMA,WA,PIERCE
98411,"TACOMA, WA",TACOMA,WA,PIERCE
98413,"TACOMA, WA",TACOMA,WA,PIERCE
98415,"TACOMA, WA",TACOMA,WA,PIERCE
98416,"TACOMA, WA",TACOMA,WA,PIERCE
98417,"TACOMA, WA",TACOMA,WA,PIERCE
98418,"TACOMA, WA",TACOMA,WA,PIERCE
98419,"TACOMA, WA",TACOMA,WA,PIERCE
98421,"TACOMA, WA",TACOMA,WA,PIERCE
98422,"TACOMA, WA",TACOMA,WA,PIERCE
98424,"TACOMA, WA",TACOMA,WA,PIERCE
98431,"TACOMA, WA",TACOMA,WA,PIERCE
98433,"TACOMA, WA",TACOMA,WA,PIERCE
98443,"TACOMA, WA",TACOMA,WA,PIERCE
98444,"TACOMA, WA",TACOMA,WA,PIERCE
98445,"TACOMA, WA",TACOMA,WA,PIERCE
98446,"TACOMA, WA",TACOMA,WA,PIERCE
98447,"TACOMA, WA",TACOMA,WA,PIERCE
98448,"TACOMA, WA",TACOMA,WA,PIERCE
98464,"TACOMA, WA",TACOMA,WA,PIERCE
98465,"TACOMA, WA",TACOMA,WA,PIERCE
98466,"TACOMA, WA",TACOMA,WA,PIERCE
98490,"TACOMA, WA",TACOMA,WA,PIERCE
98493,"TACOMA, WA",TACOMA,WA,PIERCE
98587,"TAHOLAH, WA",TAHOLAH,WA,GRAYS HARBOR
98588,"TAHUYA, WA",TAHUYA,WA,MASON
99033,"TEKOA, WA",TEKOA,WA,WHITMAN
98589,"TENINO, WA",TENINO,WA,THURSTON
99176,"THORNTON, WA",THORNTON,WA,WHITMAN
98946,"THORP, WA",THORP,WA,KITTITAS
98947,"TIETON, WA",TIETON,WA,YAKIMA
98590,"TOKELAND, WA",TOKELAND,WA,PACIFIC
98591,"TOLEDO, WA",TOLEDO,WA,LEWIS
98855,"TONASKET, WA",TONASKET,WA,OKANOGAN
98948,"TOPPENISH, WA",TOPPENISH,WA,YAKIMA
99360,"TOUCHET, WA",TOUCHET,WA,WALLA WALLA
98649,"TOUTLE, WA",TOUTLE,WA,COWLITZ
98393,"TRACYTON, WA",TRACYTON,WA,KITSAP
98650,"TROUT LAKE, WA",TROUT LAKE,WA,KLICKITAT
99034,"TUMTUM, WA",TUMTUM,WA,STEVENS
98511,"TUMWATER, WA",TUMWATER,WA,THURSTON
98856,"TWISP, WA",TWISP,WA,OKANOGAN
98651,"UNDERWOOD, WA",UNDERWOOD,WA,SKAMANIA
98592,"UNION, WA",UNION,WA,MASON
99179,"UNIONTOWN, WA",UNIONTOWN,WA,WHITMAN
98467,"UNIVERSITY PLACE, WA",UNIVERSITY PLACE,WA,PIERCE
99180,"USK, WA",USK,WA,PEND OREILLE
98593,"VADER, WA",VADER,WA,LEWIS
99181,"VALLEY, WA",VALLEY,WA,STEVENS
99036,"VALLEYFORD, WA",VALLEYFORD,WA,SPOKANE
98660,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98661,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98662,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98663,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98664,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98665,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98666,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98668,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98682,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98683,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98684,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98685,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98686,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98687,"VANCOUVER, WA",VANCOUVER,WA,CLARK
98950,"VANTAGE, WA",VANTAGE,WA,KITTITAS
98070,"VASHON, WA",VASHON,WA,KING
98394,"VAUGHN, WA",VAUGHN,WA,PIERCE
99037,"VERADALE, WA",VERADALE,WA,SPOKANE
98670,"WAHKIACUS, WA",WAHKIACUS,WA,KLICKITAT
99361,"WAITSBURG, WA",WAITSBURG,WA,WALLA WALLA
99362,"WALLA WALLA, WA",WALLA WALLA,WA,WALLA WALLA
99363,"WALLULA, WA",WALLULA,WA,WALLA WALLA
98951,"WAPATO, WA",WAPATO,WA,YAKIMA
98857,"WARDEN, WA",WARDEN,WA,GRANT
98671,"WASHOUGAL, WA",WASHOUGAL,WA,CLARK
99371,"WASHTUCNA, WA",WASHTUCNA,WA,ADAMS
98858,"WATERVILLE, WA",WATERVILLE,WA,DOUGLAS
98859,"WAUCONDA, WA",WAUCONDA,WA,OKANOGAN
98395,"WAUNA, WA",WAUNA,WA,PIERCE
99039,"WAVERLY, WA",WAVERLY,WA,SPOKANE
99040,"WELLPINIT, WA",WELLPINIT,WA,STEVENS
98801,"WENATCHEE, WA",WENATCHEE,WA,CHELAN
98807,"WENATCHEE, WA",WENATCHEE,WA,CHELAN
99353,"WEST RICHLAND, WA",WEST RICHLAND,WA,BENTON
98595,"WESTPORT, WA",WESTPORT,WA,GRAYS HARBOR
98672,"WHITE SALMON, WA",WHITE SALMON,WA,KLICKITAT
98952,"WHITE SWAN, WA",WHITE SWAN,WA,YAKIMA
99185,"WILBUR, WA",WILBUR,WA,LINCOLN
98396,"WILKESON, WA",WILKESON,WA,PIERCE
98860,"WILSON CREEK, WA",WILSON CREEK,WA,GRANT
98596,"WINLOCK, WA",WINLOCK,WA,LEWIS
98862,"WINTHROP, WA",WINTHROP,WA,OKANOGAN
98673,"WISHRAM, WA",WISHRAM,WA,KLICKITAT
98072,"WOODINVILLE, WA",WOODINVILLE,WA,KING
98077,"WOODINVILLE, WA",WOODINVILLE,WA,KING
98674,"WOODLAND, WA",WOODLAND,WA,COWLITZ
98675,"YACOLT, WA",YACOLT,WA,CLARK
98901,"YAKIMA, WA",YAKIMA,WA,YAKIMA
98902,"YAKIMA, WA",YAKIMA,WA,YAKIMA
98903,"YAKIMA, WA",YAKIMA,WA,YAKIMA
98907,"YAKIMA, WA",YAKIMA,WA,YAKIMA
98908,"YAKIMA, WA",YAKIMA,WA,YAKIMA
98909,"YAKIMA, WA",YAKIMA,WA,YAKIMA
98597,"YELM, WA",YELM,WA,THURSTON
98953,"ZILLAH, WA",ZILLAH,WA,YAKIMA
,,,,
,,,,
"For more information, kindly visit : www.downloadexcelfiles.com",,,,
